,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id,updated_github_id,github-id
13,open-policy-agent,https://github.com/open-policy-agent/opa,authorization,"Open Policy Agent (OPA) is an open source, general-purpose policy engine.",,"['cncf', 'linux-foundation']",40,True,open-policy-agent/opa,,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2024-02-15 13:18:25.000000,2024-02-14 17:23:14,4981.0,102.0,1217.0,123.0,4096.0,332.0,2142.0,8940.0,2024-01-25 13:34:39,0.61.0,100.0,3400.0,3400.0,440.0,,,5227649.0,1.0,5553171.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2024-02-14 18:27:50.249986,41.0,502231755.0,,,,,,,,,,,,
14,oauthlib,https://github.com/oauthlib/oauthlib,authentication,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",,,40,True,oauthlib/oauthlib,,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2024-02-06 14:46:47.000000,2024-01-06 20:50:34,1694.0,14.0,463.0,68.0,496.0,79.0,293.0,2716.0,2023-01-10 13:13:43,3.2.2,48.0,494310.0,494310.0,195.0,,,85048556.0,1.0,,,,,,,oauthlib,https://pypi.org/project/oauthlib,85048556.0,,,,,,,,,
15,coredns,https://github.com/coredns/coredns,machine,CoreDNS is a DNS server that chains plugins.,,"['linux-foundation', 'cncf']",39,True,coredns/coredns,,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2024-02-12 13:21:02.000000,2024-02-05 17:12:34,3835.0,39.0,1923.0,238.0,4133.0,100.0,2120.0,11709.0,2023-08-15 20:00:30,1.11.1,67.0,5826.0,5826.0,375.0,,,2829495.0,1.0,7087254.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,148.0,261237068.0,,,,-1.0,,,,,,,,
16,passport,https://github.com/jaredhanson/passport,authentication,"Simple, unobtrusive authentication for Node.js.",,,37,True,jaredhanson/passport,passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2024-02-13 20:03:34.000000,2024-01-26 23:38:34,625.0,7.0,1196.0,310.0,157.0,335.0,428.0,22237.0,,,,1001093.0,1001093.0,38.0,https://www.npmjs.com/package/passport,9759191.0,9759191.0,1.0,,,,,,,,,,,,,,,,,,
17,keycloak,https://github.com/keycloak/keycloak,idp,Open Source Identity and Access Management For Modern Applications and Services.,,['cncf'],37,True,keycloak/keycloak,,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2024-02-15 17:55:55.000000,2024-02-15 17:48:53,24081.0,768.0,5906.0,375.0,14354.0,1881.0,6963.0,19057.0,2024-02-02 14:15:35,23.0.6,50.0,,,1335.0,,,64813.0,1.0,2462915.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,
18,ory-hydra,https://github.com/ory/hydra,authentication,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",,['ory'],37,True,ory/hydra,,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2024-02-14 15:51:08.000000,2024-02-12 11:38:34,3784.0,50.0,1335.0,232.0,1749.0,81.0,1399.0,14937.0,2024-02-12 11:37:33,2.2.0,100.0,3.0,3.0,291.0,,,3944770.0,1.0,715278.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2024-02-12 11:37:33.043853,75.0,413143110.0,,,,1.0,https://k8s.ory.sh/helm/charts,,,,,,,
19,speechbrain,https://github.com/speechbrain/speechbrain,biometrics,A PyTorch-based Speech Toolkit.,,,37,True,speechbrain/speechbrain,,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2024-02-15 13:47:15.000000,2024-02-14 09:02:53,9656.0,66.0,1189.0,126.0,1112.0,82.0,916.0,7262.0,2023-11-22 02:28:28,0.5.16,10.0,1496.0,1496.0,229.0,,,194798.0,1.0,,,,,,,speechbrain,https://pypi.org/project/speechbrain,194798.0,1.0,,,,,,,,
20,authlib,https://github.com/lepture/authlib,authentication,"The ultimate Python library in building OAuth, OpenID Connect clients and servers. JWS,JWE,JWK,JWA,JWT included.",,,37,True,lepture/authlib,,https://github.com/lepture/authlib,BSD-3-Clause,2017-10-27 06:52:26,2024-02-05 09:45:38.000000,2024-01-17 08:32:38,1374.0,19.0,396.0,62.0,187.0,74.0,349.0,4159.0,2023-12-17 12:54:58,1.3.0,33.0,30785.0,30785.0,105.0,,,7553594.0,1.0,,,,,,,authlib,https://pypi.org/project/authlib,7553594.0,,,,,,,,,
21,vault,https://github.com/hashicorp/vault,pki,"A tool for secrets management, encryption as a service, and privileged access management.",,['hashicorp'],36,False,hashicorp/vault,,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2024-02-15 18:16:33.000000,2024-02-15 17:34:37,19056.0,505.0,3893.0,826.0,19419.0,986.0,4890.0,29294.0,2024-01-30 20:59:02,1.15.5,100.0,6950.0,6950.0,1443.0,,,,1.0,,,,,,,,,,,,,,,,,,
22,deepface,https://github.com/serengil/deepface,biometrics,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",,,36,True,serengil/deepface,,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2024-02-10 18:28:25.000000,2024-02-10 18:28:20,1227.0,128.0,1682.0,127.0,130.0,2.0,887.0,9197.0,2024-02-04 13:36:56,0.0.84,4.0,2567.0,2567.0,53.0,,,196061.0,1.0,,,,,,,deepface,https://pypi.org/project/deepface,196061.0,,,,,,,,,
23,casl,https://github.com/stalniy/casl,authorization,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,,,36,True,stalniy/casl,@casl/ability,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2024-02-14 15:35:19.000000,2024-02-14 15:12:37,1544.0,43.0,252.0,41.0,379.0,10.0,436.0,5399.0,2024-02-14 14:03:07,@casl/vue@2.2.2,100.0,65835.0,65835.0,68.0,https://www.npmjs.com/package/@casl/ability,2115200.0,2115200.0,1.0,,,,,,,,,,,,,,,,,,
24,ory-kratos,https://github.com/ory/kratos,idp,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",,['ory'],35,True,ory/kratos,,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2024-02-15 15:34:55.000000,2024-02-12 13:12:40,4123.0,85.0,859.0,108.0,1828.0,174.0,1041.0,9917.0,2023-07-12 20:24:48,1.0.0,43.0,327.0,327.0,218.0,,,1635537.0,1.0,37050.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,17.0,112799952.0,,,,,https://k8s.ory.sh/helm/charts,,,,,,,
25,casbin,https://github.com/casbin/casbin,authorization,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",,,34,True,casbin/casbin,casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2024-02-07 15:38:33.000000,2024-02-07 15:34:31,1084.0,6.0,1566.0,232.0,485.0,38.0,740.0,16504.0,2024-02-07 15:35:41,2.82.0,100.0,2732.0,2732.0,139.0,https://www.npmjs.com/package/casbin,187647.0,266314.0,2.0,,,,,,,casbin,https://pypi.org/project/casbin,78667.0,,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,,,
26,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,34,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3529.0,336.0,109.0,432.0,390.0,15903.0,2020-03-22 14:01:55,0.22.2,38.0,8309.0,8309.0,25.0,https://www.npmjs.com/package/face-api.js,141738.0,141738.0,2.0,,,,,,,,,,,,,,,,,,
27,cas,https://github.com/apereo/cas,idp,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,,,33,True,apereo/cas,,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2024-02-15 13:44:24.000000,2024-02-15 12:45:50,24749.0,685.0,3826.0,605.0,4672.0,,,10677.0,2024-02-02 12:57:17,7.0.1,100.0,21.0,21.0,346.0,,,6057.0,2.0,,apereo/cas,https://hub.docker.com/r/apereo/cas,2024-02-15 00:39:44.001339,129.0,902597.0,,,,,,,,,,,,
28,ockam,https://github.com/build-trust/ockam,machine,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",,,33,True,build-trust/ockam,,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2024-02-15 16:00:11.000000,2024-02-15 01:24:47,7978.0,648.0,548.0,59.0,5692.0,309.0,1424.0,4280.0,2024-01-09 21:11:36,ockam_v0.116.0,100.0,183.0,183.0,306.0,,,13321.0,2.0,346366.0,,,,,,,,,,,,,build-trust/ockam/ockam,,,,
29,pomerium,https://github.com/pomerium/pomerium,machine,Pomerium is an identity and context-aware access proxy.,,,33,True,pomerium/pomerium,,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2024-02-14 16:04:40.203787,2024-02-13 23:26:14,3333.0,163.0,276.0,38.0,3952.0,78.0,879.0,3792.0,2024-01-10 15:55:52,0.25.0,100.0,15.0,15.0,91.0,,,20264835.0,2.0,53211.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2024-02-14 16:04:40.203787,10.0,1236091324.0,,,,,,,,,,,,
30,pysaml2,https://github.com/IdentityPython/pysaml2,authentication,Python implementation of SAML2.,,,33,True,IdentityPython/pysaml2,,https://github.com/IdentityPython/pysaml2,Apache-2.0,2012-05-23 21:12:14,2024-02-07 18:51:16.000000,2024-01-30 13:06:56,3603.0,4.0,387.0,31.0,523.0,75.0,353.0,534.0,2024-01-30 11:50:06,7.5.0,51.0,1678.0,1678.0,172.0,,,615921.0,2.0,,,,,,,pysaml2,https://pypi.org/project/pysaml2,615921.0,,,,,,,,,
31,ageitgey-face-recognition,https://github.com/ageitgey/face_recognition,biometrics,The worlds simplest facial recognition api for Python and the command line.,,,32,False,ageitgey/face_recognition,,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2024-01-13 20:33:11.000000,2022-06-10 09:12:18,238.0,,12954.0,1563.0,225.0,729.0,584.0,51089.0,2018-04-02 17:18:43,1.2.2,2.0,21.0,21.0,54.0,,,67035.0,2.0,1225.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,16.0,7403.0,face_recognition,https://pypi.org/project/face_recognition,66932.0,,,,,,,,,
32,paddlespeech,https://github.com/PaddlePaddle/PaddleSpeech,biometrics,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",,,32,True,PaddlePaddle/PaddleSpeech,,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2024-01-16 12:11:24.000000,2024-01-16 12:11:24,4735.0,4.0,1710.0,182.0,1688.0,440.0,1347.0,9711.0,2023-04-14 09:36:52,r1.4.1,15.0,89.0,89.0,131.0,,,225864.0,2.0,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,225864.0,,,,,,,,,
33,spicedb,https://github.com/authzed/spicedb,authorization,"Open Source, Google Zanzibar-inspired permissions database to enable fine-grained access control for customer..",,,32,True,authzed/spicedb,,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2024-02-13 17:14:11.000000,2024-02-09 19:57:35,3507.0,171.0,228.0,37.0,1302.0,99.0,318.0,4235.0,2024-02-02 17:00:01,1.29.1,66.0,46.0,46.0,41.0,,,64353.0,2.0,46505.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2024-02-02 17:00:01.288986,6.0,1882516.0,,,,,,,,,,,,
34,spire,https://github.com/spiffe/spire,machine,The SPIFFE Runtime Environment.,,"['cncf', 'linux-foundation']",32,True,spiffe/spire,,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2024-02-15 17:50:18.000000,2024-02-15 00:32:24,6423.0,132.0,425.0,79.0,3535.0,139.0,1207.0,1613.0,2023-12-21 19:45:00,1.8.7,96.0,135.0,135.0,183.0,,,2701.0,2.0,205333.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,
35,dex,https://github.com/dexidp/dex,authentication,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,,['linux-foundation'],31,True,dexidp/dex,,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2024-02-15 12:31:36.000000,2024-02-15 12:31:35,2739.0,114.0,1505.0,174.0,2046.0,287.0,804.0,8816.0,2024-01-25 14:31:22,2.38.0,81.0,149.0,149.0,233.0,,,3.0,2.0,306.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,
36,boundary,https://github.com/hashicorp/boundary,machine,Boundary enables identity-based access management for dynamic infrastructure.,,['hashicorp'],31,False,hashicorp/boundary,,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2024-02-15 17:41:17.000000,2024-02-15 17:26:29,3946.0,422.0,255.0,198.0,4084.0,80.0,248.0,3757.0,2024-01-30 23:59:36,0.15.0,50.0,8.0,8.0,154.0,,,256368.0,3.0,,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2024-01-31 00:05:52.365063,12.0,12562075.0,,,,,,,,,,,,
37,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,31,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2024-02-13 14:01:30.000000,2024-01-11 16:14:43,440.0,63.0,153.0,38.0,111.0,2.0,88.0,765.0,2024-01-11 16:18:23,2.0.0,25.0,985.0,985.0,26.0,,,69828.0,2.0,,,,,,,webauthn,https://pypi.org/project/webauthn,69828.0,,,,,,,,,
38,wso2-identity-server,https://github.com/wso2/product-is,idp,Welcome to the WSO2 Identity Server source code! For info on working with the WSO2 Identity Server repository and..,,,31,True,wso2/product-is,,https://github.com/wso2/product-is,Apache-2.0,2014-04-21 08:55:36,2024-02-15 17:26:38.000000,2024-02-15 14:22:45,12590.0,802.0,697.0,116.0,6540.0,3882.0,9075.0,737.0,2023-01-30 04:38:12,6.1.0,100.0,,,699.0,,,16315.0,2.0,22517.0,wso2/wso2is,https://hub.docker.com/r/wso2/wso2is,2021-03-12 19:48:53.680553,34.0,1857164.0,,,,,,,,,,,,
39,insightface,https://github.com/deepinsight/insightface,biometrics,State-of-the-art 2D and 3D Face Analysis Project.,,,30,False,deepinsight/insightface,,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-12-24 05:29:03.000000,2023-12-24 05:29:03,2283.0,2.0,4974.0,498.0,152.0,1016.0,1350.0,20369.0,2023-04-02 07:43:27,0.7,1.0,1658.0,1658.0,58.0,,,191638.0,3.0,1916378.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,,141.0,,,,,,,,,,,,
40,casdoor,https://github.com/casdoor/casdoor,idp,An open-source UI-first Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting..,,,30,True,casdoor/casdoor,,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2024-02-15 17:29:14.417224,2024-02-15 17:13:34,2270.0,173.0,951.0,58.0,1384.0,101.0,1106.0,8053.0,2024-02-15 17:23:58,1.537.0,100.0,3.0,3.0,164.0,,,3202.0,2.0,,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2024-02-15 17:29:14.417224,13.0,128100.0,,,,,,,,,,,,
41,logto,https://github.com/logto-io/logto,idp,The better identity infrastructure for developers that works universally.,,,30,True,logto-io/logto,,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2024-02-12 07:46:01.000000,2024-02-10 13:21:05,5667.0,468.0,296.0,38.0,5009.0,71.0,269.0,6829.0,2024-02-08 13:51:36,1.13.0,53.0,11.0,11.0,46.0,,,1098.0,2.0,2735.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2024-02-08 13:49:59.485811,2.0,31173.0,,,,,,,,,,,,
42,yubikey-manager,https://github.com/Yubico/yubikey-manager,pki,Python library and command line tool for configuring any YubiKey over all USB interfaces.,,,30,True,Yubico/yubikey-manager,,https://github.com/Yubico/yubikey-manager,BSD-2-Clause,2016-07-04 14:23:53,2024-02-15 09:56:06.000000,2024-02-01 19:23:19,2665.0,64.0,117.0,59.0,302.0,26.0,254.0,786.0,2024-01-31 11:57:05,5.3.0,36.0,128.0,128.0,43.0,,,63347.0,2.0,8022.0,,,,,,yubikey-manager,https://pypi.org/project/yubikey-manager,63259.0,,,,,,,,,
43,authelia,https://github.com/authelia/authelia,idp,The Single Sign-On Multi-Factor portal for web apps.,,,29,True,authelia/authelia,,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2024-02-15 15:15:06.000000,2024-02-15 12:12:47,5272.0,306.0,993.0,158.0,5116.0,70.0,1106.0,18784.0,2022-12-21 09:01:04,4.37.5,100.0,,,147.0,,,687.0,2.0,33679.0,,,,,,,,,,,,,,,,,
44,doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,authentication,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,,,29,True,doorkeeper-gem/doorkeeper,,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2024-02-14 08:01:40.000000,2024-02-14 07:54:16,2396.0,14.0,1002.0,107.0,824.0,29.0,833.0,5237.0,2024-02-14 08:01:40,.5.6.9,65.0,8513.0,8513.0,316.0,,,,2.0,,,,,,,,,,,,,,,doorkeeper,,,
45,keto,https://github.com/ory/keto,authorization,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",,['ory'],29,True,ory/keto,,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2024-02-15 12:39:40.000000,2024-02-02 14:13:13,1501.0,19.0,321.0,56.0,1121.0,38.0,271.0,4473.0,,,51.0,26.0,26.0,71.0,,,716839.0,2.0,20680.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2024-02-01 15:34:43.379158,7.0,50872335.0,,,,,,,,,,,,
46,oso,https://github.com/osohq/oso,authorization,Oso is a batteries-included framework for building authorization in your application.,,,29,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2024-02-02 18:38:20.000000,2024-01-13 04:41:13,1213.0,11.0,164.0,30.0,1526.0,108.0,101.0,3355.0,2024-01-13 04:08:30,0.27.3,100.0,82.0,82.0,66.0,,,28264.0,2.0,2714.0,,,,,,oso,https://pypi.org/project/oso,28189.0,,,,,,,,,
47,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],29,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2024-02-11 16:49:27.000000,2024-02-06 22:17:58,3046.0,89.0,289.0,79.0,841.0,282.0,618.0,1760.0,2023-12-17 18:26:45,5.7.8,52.0,3.0,3.0,86.0,https://www.npmjs.com/package/solid-server,591.0,9308.0,1.0,,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2023-12-17 18:38:41.970023,4.0,985063.0,,,,,,,,,,,,
48,identity-server,https://github.com/DuendeSoftware/IdentityServer,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,29,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2024-02-13 20:33:38.000000,2024-02-13 20:33:34,5269.0,111.0,284.0,42.0,769.0,51.0,259.0,1269.0,2024-02-09 14:54:54,7.0.1,54.0,1646.0,1646.0,296.0,,,,2.0,,,,,,,,,,,,,,,,,,
49,did-jwt,https://github.com/decentralized-identity/did-jwt,dids,Create and verify DID verifiable JWTs in Javascript.,,['dif'],29,True,decentralized-identity/did-jwt,did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2024-02-15 17:20:37.000000,2024-01-18 04:03:26,614.0,6.0,64.0,40.0,215.0,4.0,84.0,314.0,2024-01-18 04:03:55,8.0.0,100.0,4461.0,4461.0,41.0,https://www.npmjs.com/package/did-jwt,174355.0,174355.0,1.0,,,,,,,,,,,,,,,,,,
50,faceswap,https://github.com/deepfakes/faceswap,biometrics,Deepfakes Software For All.,,,28,True,deepfakes/faceswap,,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2024-01-26 03:06:01.000000,2024-01-12 15:14:56,1787.0,4.0,12654.0,1523.0,515.0,15.0,828.0,48485.0,2023-06-18 18:08:19,2.2.0,4.0,,,97.0,,,4028.0,3.0,241699.0,,,,,,,,,,,,,,,,,
51,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,28,True,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-10-24 10:56:48.000000,2023-04-27 06:45:45,1313.0,,9234.0,1115.0,131.0,541.0,801.0,44507.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3696.0,3.0,173743.0,,,,,,,,,,,,,,,,,
52,openface,https://github.com/cmusatyalab/openface,biometrics,Face recognition with deep neural networks.,,,28,True,cmusatyalab/openface,,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-10-25 21:16:29.000000,2023-06-14 17:20:41,735.0,,3495.0,759.0,74.0,10.0,370.0,14998.0,2016-02-25 17:42:46,0.2.1,4.0,68.0,68.0,30.0,,,1596.0,3.0,,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,70.0,161257.0,,,,,,,,,,,,
53,boulder,https://github.com/letsencrypt/boulder,pki,"An ACME-based certificate authority, written in Go.",,['linux-foundation'],28,True,letsencrypt/boulder,,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2024-02-15 17:33:55.000000,2024-02-14 01:44:23,6459.0,108.0,554.0,138.0,4401.0,191.0,2719.0,4929.0,2024-02-12 22:36:34,release-2024-02-12,100.0,,,129.0,,,20824.0,2.0,65061.0,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2024-02-14 23:57:39.136100,13.0,1965474.0,,,,,,,,,,,,
54,oathkeeper,https://github.com/ory/oathkeeper,machine,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",,['ory'],28,True,ory/oathkeeper,,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2024-01-31 18:15:38.000000,2023-09-08 08:05:44,1354.0,,323.0,48.0,718.0,50.0,277.0,3164.0,2023-07-18 10:23:06,0.40.6,100.0,3.0,3.0,109.0,,,1141428.0,3.0,35269.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,36.0,87853787.0,,,,,,,,,,,,
