,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id,updated_github_id,github-id
13,open-policy-agent,https://github.com/open-policy-agent/opa,authorization,"Open Policy Agent (OPA) is an open source, general-purpose policy engine.",,"['cncf', 'linux-foundation']",41,True,open-policy-agent/opa,,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2024-05-16 00:39:27.000000,2024-05-15 15:18:57,5074.0,92.0,1253.0,125.0,4205.0,348.0,2176.0,9221.0,2024-04-26 18:43:55,0.64.1,100.0,3885.0,3885.0,457.0,,,5652236.0,1.0,7014447.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2024-05-15 15:55:41.152721,42.0,557994874.0,,,,,,,,,,,,
14,coredns,https://github.com/coredns/coredns,machine,CoreDNS is a DNS server that chains plugins.,,"['linux-foundation', 'cncf']",40,True,coredns/coredns,,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2024-05-14 12:19:10.000000,2024-05-13 16:19:48,3903.0,68.0,1973.0,238.0,4241.0,138.0,2136.0,12010.0,2023-08-15 20:00:30,1.11.1,68.0,6125.0,6125.0,387.0,,,2924195.0,1.0,7373133.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,152.0,278717277.0,,,,,,,,,,,,
15,keycloak,https://github.com/keycloak/keycloak,idp,Open Source Identity and Access Management For Modern Applications and Services.,,['cncf'],39,True,keycloak/keycloak,,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2024-05-16 17:59:40.000000,2024-05-16 17:59:30,24996.0,903.0,6150.0,373.0,15503.0,1794.0,8153.0,20125.0,2024-05-08 06:35:37,24.0.4,56.0,,,1401.0,,,67645.0,1.0,2773469.0,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,1.0,,,,,,,,,,,
16,speechbrain,https://github.com/speechbrain/speechbrain,biometrics,A PyTorch-based Speech Toolkit.,,,38,True,speechbrain/speechbrain,,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2024-05-16 13:44:35.000000,2024-05-16 07:59:14,9813.0,147.0,1272.0,129.0,1200.0,83.0,947.0,7970.0,2024-02-26 20:54:49,1.0.0,11.0,1851.0,1851.0,234.0,,,3094498.0,1.0,,,,,,,-1.0,speechbrain,https://pypi.org/project/speechbrain,3094498.0,,,,,,,,
17,oauthlib,https://github.com/oauthlib/oauthlib,authentication,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",,,38,True,oauthlib/oauthlib,,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2024-02-06 14:46:47.000000,2024-01-06 20:50:34,1694.0,,466.0,67.0,496.0,80.0,293.0,2751.0,2023-01-10 13:13:43,3.2.2,48.0,525415.0,525415.0,195.0,,,125074862.0,1.0,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,125074862.0,,,,,,,,
18,passport,https://github.com/jaredhanson/passport,authentication,"Simple, unobtrusive authentication for Node.js.",,,37,True,jaredhanson/passport,passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2024-05-08 13:26:12.000000,2024-01-26 23:38:34,625.0,,1208.0,308.0,158.0,339.0,428.0,22488.0,,,,1055661.0,1055661.0,38.0,https://www.npmjs.com/package/passport,10449630.0,10449630.0,1.0,,,,,,,,,,,,,,,,,,
19,deepface,https://github.com/serengil/deepface,biometrics,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",,,37,True,serengil/deepface,,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2024-05-15 05:58:01.000000,2024-05-14 07:47:39,1448.0,214.0,1809.0,135.0,196.0,4.0,1028.0,10256.0,2024-05-02 07:29:37,0.0.91,11.0,3122.0,3122.0,61.0,,,63115.0,1.0,,,,,,,,deepface,https://pypi.org/project/deepface,63115.0,,,,,,,,
20,authlib,https://github.com/lepture/authlib,authentication,"The ultimate Python library in building OAuth, OpenID Connect clients and servers. JWS,JWE,JWK,JWA,JWT included.",,,37,True,lepture/authlib,,https://github.com/lepture/authlib,BSD-3-Clause,2017-10-27 06:52:26,2024-05-16 07:21:14.000000,2024-04-08 13:03:35,1391.0,14.0,413.0,60.0,200.0,81.0,351.0,4304.0,2023-12-17 12:54:58,1.3.0,33.0,32767.0,32767.0,113.0,,,9850223.0,1.0,,,,,,,,authlib,https://pypi.org/project/authlib,9850223.0,,,,,,,,
21,ory-hydra,https://github.com/ory/hydra,authentication,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",,['ory'],36,True,ory/hydra,,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2024-05-08 13:46:33.000000,2024-05-08 09:56:46,3818.0,34.0,1354.0,232.0,1773.0,82.0,1410.0,15212.0,2024-02-12 11:37:33,2.2.0,100.0,3.0,3.0,292.0,,,3877341.0,2.0,773650.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2024-02-12 11:37:33.043853,75.0,417623831.0,,,,,https://k8s.ory.sh/helm/charts,,,,,,,
22,ory-kratos,https://github.com/ory/kratos,idp,"Next-gen identity server replacing your Auth0, Okta, Firebase with hardened security and PassKeys, SMS, OIDC, Social..",,['ory'],36,True,ory/kratos,,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2024-05-16 17:25:43.000000,2024-05-02 17:04:29,4225.0,100.0,903.0,112.0,1918.0,186.0,1079.0,10665.0,2024-02-20 12:26:07,1.1.0,44.0,327.0,327.0,223.0,,,1573185.0,1.0,39577.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2024-02-20 12:26:07.173920,17.0,113214563.0,,,,,https://k8s.ory.sh/helm/charts,,,,,,,
23,vault,https://github.com/hashicorp/vault,pki,"A tool for secrets management, encryption as a service, and privileged access management.",,['hashicorp'],35,False,hashicorp/vault,,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2024-05-16 18:15:12.000000,2024-05-16 16:39:13,19660.0,586.0,3975.0,822.0,20938.0,1015.0,4981.0,29780.0,2024-04-30 14:28:14,ent-changelog-1.15.8,100.0,7228.0,7228.0,1484.0,,,,1.0,,,,,,,-1.0,,,,,,,,,,,
24,casbin,https://github.com/casbin/casbin,authorization,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",,,35,True,casbin/casbin,casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2024-05-07 01:15:24.000000,2024-05-07 01:11:32,1094.0,10.0,1583.0,231.0,496.0,42.0,758.0,16950.0,2024-05-07 01:12:59,2.89.0,100.0,2991.0,2991.0,144.0,https://www.npmjs.com/package/casbin,205822.0,329731.0,1.0,,,,,,,,casbin,https://pypi.org/project/casbin,123909.0,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,,,
25,casl,https://github.com/stalniy/casl,authorization,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,,,35,True,stalniy/casl,@casl/ability,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2024-05-14 03:26:17.000000,2024-05-14 03:22:54,1571.0,27.0,254.0,40.0,399.0,15.0,444.0,5648.0,2024-03-27 10:22:02,@casl/mongoose@7.3.1,100.0,72330.0,72330.0,68.0,https://www.npmjs.com/package/@casl/ability,2271154.0,2271154.0,1.0,,,,,,,,,,,,,,,,,,
26,ockam,https://github.com/build-trust/ockam,machine,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",,,34,True,build-trust/ockam,,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2024-05-16 17:12:56.000000,2024-05-16 11:11:51,8473.0,493.0,555.0,58.0,6123.0,317.0,1440.0,4356.0,2024-04-30 22:45:25,ockam_v0.123.0,100.0,184.0,184.0,311.0,,,12523.0,2.0,363186.0,,,,,,,,,,,,,build-trust/ockam/ockam,,,,
27,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,33,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3558.0,340.0,109.0,437.0,390.0,16141.0,2020-03-22 14:01:55,0.22.2,38.0,9132.0,9132.0,25.0,https://www.npmjs.com/package/face-api.js,104333.0,104333.0,2.0,,,,,,,,,,,,,,,,,,
28,cas,https://github.com/apereo/cas,idp,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,,,33,True,apereo/cas,,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2024-05-15 08:16:50.159576,2024-04-27 07:17:50,25100.0,332.0,3846.0,604.0,4686.0,,,10803.0,2024-04-26 13:09:39,7.0.4,100.0,21.0,21.0,347.0,,,6308.0,2.0,,apereo/cas,https://hub.docker.com/r/apereo/cas,2024-05-15 08:16:50.159576,129.0,958898.0,,,,,,,,,,,,
29,spicedb,https://github.com/authzed/spicedb,authorization,"Open Source, Google Zanzibar-inspired permissions database to enable fine-grained access control for customer..",,,33,True,authzed/spicedb,,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2024-05-14 21:07:02.000000,2024-05-14 20:57:40,3801.0,294.0,241.0,40.0,1428.0,95.0,336.0,4597.0,2024-05-06 18:27:08,1.32.0,72.0,57.0,57.0,44.0,,,73433.0,2.0,62289.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2024-05-06 18:38:48.159456,7.0,2359094.0,,,,,,,,,,,,
30,pomerium,https://github.com/pomerium/pomerium,machine,Pomerium is an identity and context-aware access proxy.,,,33,True,pomerium/pomerium,,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2024-05-14 19:02:45.000000,2024-05-14 16:23:24,3434.0,99.0,276.0,38.0,4084.0,83.0,892.0,3873.0,2024-04-05 20:18:47,0.25.2,100.0,18.0,18.0,91.0,,,23067147.0,2.0,56474.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2024-05-14 17:09:15.425116,10.0,1476227920.0,,,,,,,,,,,,
31,paddlespeech,https://github.com/PaddlePaddle/PaddleSpeech,biometrics,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",,,32,True,PaddlePaddle/PaddleSpeech,,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2024-04-16 08:38:52.000000,2024-03-04 02:55:39,4740.0,3.0,1773.0,184.0,1696.0,494.0,1364.0,10252.0,2023-04-14 09:36:52,r1.4.1,15.0,101.0,101.0,135.0,,,263787.0,2.0,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,263787.0,,,,,,,,
32,spire,https://github.com/spiffe/spire,machine,The SPIFFE Runtime Environment.,,"['cncf', 'linux-foundation']",32,True,spiffe/spire,,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2024-05-16 17:32:24.000000,2024-05-16 17:29:57,6603.0,175.0,443.0,77.0,3753.0,157.0,1240.0,1680.0,2024-05-14 21:46:51,1.9.6,100.0,143.0,143.0,187.0,,,3522.0,2.0,250086.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,
33,wso2-identity-server,https://github.com/wso2/product-is,idp,Welcome to the WSO2 Identity Server source code! For info on working with the WSO2 Identity Server repository and..,,,32,True,wso2/product-is,,https://github.com/wso2/product-is,Apache-2.0,2014-04-21 08:55:36,2024-05-16 16:38:59.000000,2024-05-16 16:38:59,13151.0,543.0,701.0,117.0,6844.0,4121.0,9296.0,751.0,2024-03-04 08:48:32,7.0.0,100.0,,,700.0,,,16153.0,2.0,11395.0,wso2/wso2is,https://hub.docker.com/r/wso2/wso2is,2024-03-08 07:03:37.681569,35.0,1920254.0,,,,,,,,,,,,
34,pysaml2,https://github.com/IdentityPython/pysaml2,authentication,Python implementation of SAML2.,,,32,True,IdentityPython/pysaml2,,https://github.com/IdentityPython/pysaml2,Apache-2.0,2012-05-23 21:12:14,2024-05-10 23:13:00.000000,2024-04-24 15:14:06,3605.0,2.0,395.0,31.0,527.0,77.0,357.0,542.0,2024-01-30 11:50:06,7.5.0,51.0,1763.0,1763.0,174.0,,,621686.0,2.0,,,,,,,,pysaml2,https://pypi.org/project/pysaml2,621686.0,,,,,,,,
35,ageitgey-face-recognition,https://github.com/ageitgey/face_recognition,biometrics,The worlds simplest facial recognition api for Python and the command line.,,,31,False,ageitgey/face_recognition,,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2024-02-24 12:51:59.000000,2022-06-10 09:12:18,238.0,,13053.0,1566.0,227.0,735.0,585.0,51993.0,2018-04-02 17:18:43,1.2.2,2.0,21.0,21.0,54.0,,,207692.0,2.0,1230.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,16.0,7756.0,,face_recognition,https://pypi.org/project/face_recognition,207588.0,,,,,,,,
36,insightface,https://github.com/deepinsight/insightface,biometrics,State-of-the-art 2D and 3D Face Analysis Project.,,,31,False,deepinsight/insightface,,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2024-05-15 06:40:00.000000,2024-05-08 07:52:03,2292.0,9.0,5111.0,502.0,159.0,1053.0,1357.0,21479.0,2023-04-02 07:43:27,0.7,1.0,2113.0,2113.0,60.0,,,242321.0,2.0,3150161.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,,141.0,,,,,,,,,,,,
37,authelia,https://github.com/authelia/authelia,idp,The Single Sign-On Multi-Factor portal for web apps.,,,31,True,authelia/authelia,,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2024-05-16 18:05:31.000000,2024-05-16 18:05:30,5773.0,499.0,1030.0,158.0,5598.0,63.0,1162.0,19746.0,2024-04-15 03:51:44,4.38.8,100.0,,,161.0,,,754.0,2.0,37731.0,,,,,,,,,,,,,,,,,
38,dex,https://github.com/dexidp/dex,authentication,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,,['linux-foundation'],31,True,dexidp/dex,,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2024-05-16 04:44:48.000000,2024-05-13 19:01:05,2876.0,133.0,1541.0,173.0,2191.0,300.0,813.0,9087.0,2024-04-09 11:55:18,2.39.1,83.0,159.0,159.0,240.0,,,3.0,2.0,316.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,
39,casdoor,https://github.com/casdoor/casdoor,idp,An open-source UI-first Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting..,,,31,True,casdoor/casdoor,,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2024-05-16 16:46:26.000000,2024-05-12 16:12:35,2433.0,161.0,1026.0,62.0,1479.0,98.0,1230.0,8764.0,2024-05-12 16:22:05,1.614.0,100.0,3.0,3.0,175.0,,,4739.0,2.0,,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2024-05-12 16:27:42.879809,13.0,203807.0,,,,,,,,,,,,
40,boundary,https://github.com/hashicorp/boundary,machine,Boundary enables identity-based access management for dynamic infrastructure.,,['hashicorp'],31,False,hashicorp/boundary,,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2024-05-16 12:46:07.000000,2024-05-16 12:45:45,4166.0,218.0,271.0,200.0,4450.0,92.0,255.0,3807.0,2024-04-30 17:15:47,0.16.0,56.0,8.0,8.0,162.0,,,276979.0,3.0,,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2024-04-30 17:17:53.705870,15.0,14402931.0,,,,,,,,,,,,
41,logto,https://github.com/logto-io/logto,idp,The better identity infrastructure for developers and the open-source alternative to Auth0.,,,30,True,logto-io/logto,,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2024-05-16 11:24:53.000000,2024-05-16 08:43:26,6156.0,489.0,339.0,39.0,5428.0,88.0,297.0,7340.0,2024-05-15 03:04:58,1.16.0,57.0,13.0,13.0,53.0,,,2241.0,2.0,3265.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2024-05-16 08:51:51.797725,2.0,73918.0,,,,,,,,,,,,
42,doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,authentication,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,,,30,True,doorkeeper-gem/doorkeeper,,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2024-05-12 16:33:19.000000,2024-04-24 10:43:31,2415.0,19.0,1013.0,108.0,836.0,29.0,838.0,5255.0,2024-04-24 10:44:56,5.7.0,66.0,8738.0,8738.0,322.0,,,,2.0,,,,,,,,,,,,,,,doorkeeper,,,
43,oathkeeper,https://github.com/ory/oathkeeper,machine,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",,['ory'],30,True,ory/oathkeeper,,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2024-05-09 10:42:36.000000,2024-05-09 10:42:32,1364.0,10.0,331.0,47.0,723.0,55.0,280.0,3214.0,2024-02-29 16:17:31,0.40.7,100.0,3.0,3.0,111.0,,,1106036.0,3.0,37623.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2024-02-29 16:17:31.079046,36.0,88444338.0,,,,,,,,,,,,
44,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,30,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2024-03-28 21:00:00.000000,2024-03-28 20:56:35,462.0,21.0,155.0,37.0,117.0,5.0,89.0,806.0,2024-03-28 21:00:33,2.1.0,26.0,1054.0,1054.0,27.0,,,125750.0,2.0,,,,,,,,webauthn,https://pypi.org/project/webauthn,125750.0,,,,,,,,
45,faceswap,https://github.com/deepfakes/faceswap,biometrics,Deepfakes Software For All.,,,29,True,deepfakes/faceswap,,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2024-05-10 20:48:52.000000,2024-05-10 20:48:38,1822.0,35.0,12789.0,1526.0,520.0,17.0,832.0,49431.0,2023-06-18 18:08:19,2.2.0,4.0,,,97.0,,,5071.0,3.0,319528.0,,,,,,,,,,,,,,,,,
46,keto,https://github.com/ory/keto,authorization,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",,['ory'],29,True,ory/keto,,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2024-05-06 16:38:55.000000,2024-04-30 10:44:38,1513.0,12.0,333.0,56.0,1128.0,35.0,277.0,4642.0,,,52.0,30.0,30.0,72.0,,,689982.0,2.0,21866.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2024-02-01 15:34:43.379158,8.0,51034177.0,,,,,,,,,,,,
47,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],29,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2024-05-13 18:09:18.000000,2024-04-30 17:12:40,3113.0,67.0,291.0,77.0,855.0,285.0,628.0,1771.0,2024-04-30 17:30:03,5.7.11,55.0,3.0,3.0,87.0,https://www.npmjs.com/package/solid-server,830.0,9488.0,1.0,,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1004344.0,,,,,,,,,,,,
48,did-jwt,https://github.com/decentralized-identity/did-jwt,dids,Create and verify DID verifiable JWTs in Javascript.,,['dif'],29,True,decentralized-identity/did-jwt,did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2024-05-16 17:25:10.000000,2024-03-25 23:02:49,622.0,8.0,64.0,40.0,217.0,5.0,85.0,322.0,2024-03-25 23:03:17,8.0.4,100.0,4811.0,4811.0,41.0,https://www.npmjs.com/package/did-jwt,192368.0,192368.0,1.0,,,,,,,,,,,,,,,,,,
49,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,28,False,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-10-24 10:56:48.000000,2023-04-27 06:45:45,1313.0,,9492.0,1127.0,131.0,540.0,801.0,45706.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3609.0,3.0,180493.0,,,,,,,,,,,,,,,,,
50,openface,https://github.com/cmusatyalab/openface,biometrics,Face recognition with deep neural networks.,,,28,True,cmusatyalab/openface,,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-10-25 21:16:29.000000,2023-06-14 17:20:41,735.0,,3499.0,759.0,74.0,10.0,371.0,15095.0,2016-02-25 17:42:46,0.2.1,4.0,75.0,75.0,30.0,,,1553.0,3.0,,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,70.0,161603.0,,,,,,,,,,,,
51,zitadel,https://github.com/zitadel/zitadel,idp,"ZITADEL - Identity infrastructure, simplified foryou.",,,28,True,zitadel/zitadel,,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2024-05-16 14:53:28.000000,2024-05-16 14:53:27,3070.0,216.0,429.0,39.0,5237.0,489.0,1667.0,7200.0,2024-05-16 05:38:37,2.52.0,100.0,,,107.0,,,584.0,3.0,2336.0,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,https://charts.zitadel.com,,,,,,,
52,boulder,https://github.com/letsencrypt/boulder,pki,"An ACME-based certificate authority, written in Go.",,['linux-foundation'],28,True,letsencrypt/boulder,,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2024-05-16 17:44:19.000000,2024-05-16 15:20:07,6558.0,97.0,566.0,137.0,4505.0,190.0,2772.0,5013.0,2024-05-13 22:35:57,release-2024-05-13,100.0,,,132.0,,,20609.0,2.0,65483.0,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2024-05-13 22:57:34.602473,13.0,1976580.0,,,,,,,,,,,,
53,oso,https://github.com/osohq/oso,authorization,Oso is a batteries-included framework for building authorization in your application.,,,28,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2024-03-13 15:25:23.000000,2024-01-13 04:41:13,1213.0,,168.0,30.0,1526.0,108.0,101.0,3417.0,2024-01-13 04:08:30,0.27.3,100.0,83.0,83.0,67.0,,,45621.0,3.0,2730.0,,,,,,,oso,https://pypi.org/project/oso,45551.0,,,,,,,,
54,identity-server,https://github.com/DuendeSoftware/IdentityServer,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,28,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2024-05-06 23:40:24.000000,2024-05-06 23:40:21,5287.0,17.0,303.0,40.0,784.0,62.0,265.0,1359.0,2024-04-04 20:54:05,7.0.4,57.0,1866.0,1866.0,297.0,,,,2.0,,,,,,,,,,,,,,,,,,
