,name,github_id,group_id,group,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,release_count,open_issue_count,closed_issue_count,latest_stable_release_published_at,dependent_project_count,monthly_downloads,projectrank_placing,latest_stable_release_number,github_release_downloads,github_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_stars,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id
10,coredns,coredns/coredns,,,machine,"['linux-foundation', 'cncf']",https://github.com/coredns/coredns,https://github.com/coredns/coredns,Apache-2.0,2016-03-18 20:56:45,2023-08-31 14:59:35.000000,2023-08-28 14:29:51,3737.0,1855.0,236.0,3983.0,11152.0,CoreDNS is a DNS server that chains plugins.,368.0,41,True,78.0,67.0,83.0,2092.0,2023-08-15 20:00:30,5465.0,2842163.0,1.0,1.11.1,6772650.0,5465.0,coredns/coredns,https://hub.docker.com/r/coredns/coredns,2023-08-15 20:02:07.060982,245690321.0,,,,,138.0,,,,,,,,,,
11,open-policy-agent,open-policy-agent/opa,,,authorization,"['cncf', 'linux-foundation']",https://github.com/open-policy-agent/opa,https://github.com/open-policy-agent/opa,Apache-2.0,2015-12-28 22:08:25,2023-08-31 18:10:25.780923,2023-08-31 16:35:50,4758.0,1155.0,122.0,3848.0,8430.0,"An open source, general-purpose policy engine.",418.0,40,True,156.0,100.0,307.0,2026.0,2023-08-31 14:40:27,2802.0,4672088.0,1.0,0.56.0,3797294.0,2802.0,openpolicyagent/opa,https://hub.docker.com/r/openpolicyagent/opa,2023-08-31 18:10:25.780923,422845186.0,,,,,38.0,,,,,,,,,,
12,oauthlib,oauthlib/oauthlib,,,authentication,,https://github.com/oauthlib/oauthlib,https://github.com/oauthlib/oauthlib,BSD-3-Clause,2011-11-19 23:08:51,2023-08-29 05:40:25.000000,2023-08-29 05:40:25,1674.0,456.0,69.0,488.0,2630.0,"A generic, spec-compliant, thorough implementation of the OAuth request-signing logic.",194.0,40,True,27.0,48.0,75.0,293.0,2023-01-10 13:13:43,423560.0,81313217.0,1.0,3.2.2,,423560.0,,,,,,,,,,oauthlib,https://pypi.org/project/oauthlib,81313217.0,2.0,,,,,,
13,cert-manager,cert-manager/cert-manager,,,pki,['linux-foundation'],https://github.com/cert-manager/cert-manager,https://github.com/cert-manager/cert-manager,Apache-2.0,2017-05-24 16:25:59,2023-08-31 15:45:35.000000,2023-08-30 17:25:45,8009.0,1854.0,146.0,3021.0,10666.0,Automatically provision and manage TLS certificates in Kubernetes.,410.0,39,True,211.0,100.0,167.0,2916.0,2023-07-26 12:33:55,587.0,1476933.0,1.0,1.12.3,54646552.0,587.0,,,,,,,,,,,,,,,,,,,
14,speechbrain,speechbrain/speechbrain,,,voice,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45,2023-08-31 14:55:28.000000,2023-08-18 22:46:26,9127.0,1109.0,125.0,966.0,6499.0,A PyTorch-based Speech Toolkit.,219.0,38,True,684.0,9.0,121.0,819.0,2023-07-22 18:07:47,912.0,162003.0,1.0,0.5.15,,912.0,,,,,,,,,,speechbrain,https://pypi.org/project/speechbrain,162003.0,,,,,,,
15,passport,jaredhanson/passport,,,authentication,,https://github.com/jaredhanson/passport,https://github.com/jaredhanson/passport,MIT,2011-10-08 22:38:32,2023-08-30 19:22:56.000000,2023-03-10 17:27:55,617.0,1179.0,315.0,153.0,21739.0,"Simple, unobtrusive authentication for Node.js.",38.0,37,True,,,333.0,420.0,,903168.0,8749846.0,2.0,,,903168.0,,,,,,passport,https://www.npmjs.com/package/passport,8749846.0,,,,,,,,,,,
16,keycloak,keycloak/keycloak,,,idp,['cncf'],https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak,Apache-2.0,2013-07-02 13:38:51,2023-08-31 18:01:32.000000,2023-08-31 17:16:12,22736.0,5486.0,362.0,12490.0,17224.0,Open Source Identity and Access Management For Modern Applications and Services.,1229.0,37,True,654.0,39.0,1758.0,5397.0,2023-07-18 09:57:40,,62705.0,1.0,22.0.1,2006560.0,,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,,,,,,
17,vault,hashicorp/vault,,,pki,['hashicorp'],https://github.com/hashicorp/vault,https://github.com/hashicorp/vault,,2015-02-25 00:15:59,2023-08-31 18:17:03.000000,2023-08-31 18:05:52,18031.0,3778.0,815.0,16925.0,28302.0,"A tool for secrets management, encryption as a service, and privileged access management.",1405.0,36,False,575.0,100.0,893.0,4747.0,2023-08-29 21:11:37,6554.0,,2.0,1.14.2,,6554.0,,,,,,,,,,,,,,,,,,,
18,ory-hydra,ory/hydra,,,authentication,['ory'],https://github.com/ory/hydra,https://github.com/ory/hydra,Apache-2.0,2015-05-22 12:42:08,2023-08-25 12:38:07.000000,2023-08-25 12:38:06,3703.0,1301.0,230.0,1705.0,14433.0,"OpenID Certified OpenID Connect and OAuth Provider written in Go - cloud native, security-first, open source API..",289.0,36,True,89.0,100.0,72.0,1383.0,2023-05-24 08:55:23,2.0,4114988.0,2.0,2.1.2,616718.0,2.0,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2023-08-16 21:09:15.061728,406444645.0,,,,,75.0,,,,,https://k8s.ory.sh/helm/charts,,,,,
19,ory-kratos,ory/kratos,,,idp,['ory'],https://github.com/ory/kratos,https://github.com/ory/kratos,Apache-2.0,2018-05-29 16:09:37,2023-08-31 13:33:31.000000,2023-08-31 13:33:29,3915.0,775.0,108.0,1665.0,9268.0,"Next-gen identity server (think Auth0, Okta, Firebase) with Ory-hardened authentication, PassKeys, MFA, FIDO2, TOTP,..",207.0,36,True,130.0,43.0,184.0,961.0,2023-07-12 20:24:48,322.0,1780364.0,1.0,1.0.0,32655.0,322.0,oryd/kratos,https://hub.docker.com/r/oryd/kratos,2023-07-12 20:24:47.415774,112115135.0,,,,,17.0,,,,,https://k8s.ory.sh/helm/charts,,,,,
20,casbin,casbin/casbin,,,authorization,,https://github.com/casbin/casbin,https://github.com/casbin/casbin,Apache-2.0,2017-04-08 07:51:23,2023-08-28 06:41:17.000000,2023-08-28 06:36:45,1075.0,1522.0,233.0,474.0,15646.0,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang:..",135.0,35,True,19.0,100.0,22.0,726.0,2023-08-28 06:38:22,2528.0,219145.0,2.0,2.77.1,,2528.0,,,,,,casbin,https://www.npmjs.com/package/casbin,137028.0,,casbin,https://pypi.org/project/casbin,82117.0,,,org.casbin:casbin-spring-boot-starter,https://search.maven.org/artifact/org.casbin/casbin-spring-boot-starter,,,
21,casl,stalniy/casl,,,authorization,,https://github.com/stalniy/casl,https://github.com/stalniy/casl,MIT,2017-07-18 17:49:47,2023-08-29 07:03:32.000000,2023-08-29 07:01:45,1493.0,247.0,40.0,330.0,5100.0,CASL is an isomorphic authorization JavaScript library which restricts what resources a given user is allowed to access.,66.0,35,True,18.0,100.0,9.0,420.0,2023-07-28 06:28:52,52018.0,1937505.0,2.0,@casl/mongoose@7.2.1,,52018.0,,,,,,@casl/ability,https://www.npmjs.com/package/@casl/ability,1937505.0,,,,,3.0,,,,,,
22,paddlespeech,PaddlePaddle/PaddleSpeech,,,voice,,https://github.com/PaddlePaddle/PaddleSpeech,https://github.com/PaddlePaddle/PaddleSpeech,Apache-2.0,2017-11-14 12:36:30,2023-08-24 11:45:27.000000,2023-08-14 02:11:45,4727.0,1586.0,185.0,1673.0,8472.0,"Easy-to-use Speech Toolkit including Self-Supervised Learning model, SOTA/Streaming ASR with punctuation, Streaming..",126.0,34,True,33.0,15.0,323.0,1311.0,2023-04-14 09:36:52,69.0,174037.0,3.0,r1.4.1,,69.0,,,,,,,,,,paddlepaddle,https://pypi.org/project/paddlepaddle,174037.0,-1.0,,,,,,
23,face-api-js,justadudewhohacks/face-api.js,,,face,,https://github.com/justadudewhohacks/face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2023-01-05 16:14:12.000000,2020-04-22 16:40:10,488.0,3472.0,333.0,106.0,15373.0,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,25.0,33,False,,38.0,421.0,387.0,2020-03-22 14:01:55,7146.0,132556.0,1.0,0.22.2,,7146.0,,,,,,face-api.js,https://www.npmjs.com/package/face-api.js,132556.0,,,,,,,,,,,
24,cas,apereo/cas,,,idp,,https://github.com/apereo/cas,https://github.com/apereo/cas,Apache-2.0,2011-09-09 01:36:42,2023-08-31 00:44:11.392510,2023-08-30 13:17:14,23527.0,3788.0,609.0,4414.0,10424.0,Apereo CAS - Identity & Single Sign On for all earthlings and beyond.,338.0,33,True,359.0,100.0,,,2023-08-24 17:24:13,11.0,5803.0,2.0,6.6.10,,11.0,apereo/cas,https://hub.docker.com/r/apereo/cas,2023-08-31 00:44:11.392510,829885.0,,,,,128.0,,,,,,,,,,
25,pomerium,pomerium/pomerium,,,machine,,https://github.com/pomerium/pomerium,https://github.com/pomerium/pomerium,Apache-2.0,2019-01-01 08:04:37,2023-08-31 15:48:13.000000,2023-08-29 16:02:08,3033.0,270.0,34.0,3521.0,3640.0,Pomerium is an identity and context-aware access proxy.,91.0,33,True,140.0,100.0,81.0,836.0,2023-08-28 14:49:52,12.0,13813155.0,2.0,0.23.0,46560.0,12.0,pomerium/pomerium,https://hub.docker.com/r/pomerium/pomerium,2023-08-29 17:47:08.014594,759667916.0,,,,,10.0,,,,,,,,,,
26,insightface,deepinsight/insightface,,,face,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51,2023-08-28 02:16:39.000000,2023-08-28 02:16:39,2279.0,4601.0,485.0,147.0,17742.0,State-of-the-art 2D and 3D Face Analysis Project.,57.0,32,False,31.0,1.0,936.0,1328.0,2023-04-02 07:43:27,779.0,96570.0,2.0,0.7,386276.0,779.0,animcogn/insightface,https://hub.docker.com/r/animcogn/insightface,2021-03-18 22:57:48.799620,138.0,,,,,,,,,,,,,,,
27,ockam,build-trust/ockam,,,machine,,https://github.com/build-trust/ockam,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2023-08-31 18:14:54.000000,2023-08-31 11:44:14,6586.0,393.0,57.0,4353.0,3554.0,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",212.0,32,True,848.0,100.0,284.0,1063.0,2023-06-27 03:16:37,182.0,14317.0,2.0,ockam_v0.90.0,300666.0,182.0,,,,,,,,,,,,,,,,,build-trust/ockam/ockam,,
28,spire,spiffe/spire,,,machine,"['cncf', 'linux-foundation']",https://github.com/spiffe/spire,https://github.com/spiffe/spire,Apache-2.0,2017-08-11 18:46:51,2023-08-31 16:14:24.000000,2023-08-31 15:58:12,6150.0,393.0,83.0,3192.0,1484.0,The SPIFFE Runtime Environment.,167.0,32,True,150.0,84.0,153.0,1122.0,2023-08-16 22:31:30,117.0,2119.0,2.0,1.7.2,148355.0,117.0,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,,,,,,,,,,,,,,
29,ageitgey-face-recognition,ageitgey/face_recognition,,,face,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39,2023-08-22 14:22:26.000000,2022-06-10 09:12:18,238.0,12756.0,1568.0,220.0,49196.0,The worlds simplest facial recognition api for Python and the command line.,54.0,31,False,,2.0,709.0,583.0,2018-04-02 17:18:43,11.0,47346.0,2.0,1.2.2,1125.0,11.0,animcogn/face_recognition,https://hub.docker.com/r/animcogn/face_recognition,2021-08-17 00:42:22.824355,6790.0,,,,,16.0,face_recognition,https://pypi.org/project/face_recognition,47244.0,,,,,,,
30,faceswap,deepfakes/faceswap,,,face,,https://github.com/deepfakes/faceswap,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2023-08-27 01:16:26.000000,2023-08-27 01:15:55,1771.0,12397.0,1525.0,510.0,46863.0,Deepfakes Software For All.,97.0,31,True,48.0,4.0,20.0,805.0,2023-06-18 18:08:19,,1620.0,2.0,2.2.0,87491.0,,,,,,,,,,,,,,,,,,,,
31,dex,dexidp/dex,,,authentication,['linux-foundation'],https://github.com/dexidp/dex,https://github.com/dexidp/dex,Apache-2.0,2015-08-17 17:57:06,2023-08-29 04:39:37.000000,2023-08-24 10:21:20,2551.0,1456.0,176.0,1834.0,8377.0,OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.,219.0,31,True,67.0,80.0,275.0,792.0,2023-06-30 14:12:39,140.0,3.0,2.0,2.37.0,305.0,140.0,quay.io/dexidp/dex,https://hub.docker.com/r/quay.io/dexidp/dex,,,,,,,,,,,,,,,,,
32,spicedb,authzed/spicedb,,,authorization,,https://github.com/authzed/spicedb,https://github.com/authzed/spicedb,Apache-2.0,2021-08-16 15:32:09,2023-08-31 08:28:50.448722,2023-08-30 22:06:54,3108.0,197.0,35.0,1126.0,3806.0,"Open Source, Google Zanzibar-inspired fine-grained permissions database.",34.0,31,True,241.0,54.0,96.0,279.0,2023-08-11 13:19:01,31.0,34416.0,2.0,1.24.0,20596.0,31.0,authzed/spicedb,https://hub.docker.com/r/authzed/spicedb,2023-08-31 08:28:50.448722,804506.0,,,,,4.0,,,,,,,,,,
33,deepface,serengil/deepface,,,face,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28,2023-08-07 09:03:21.000000,2023-08-07 09:03:21,1077.0,1436.0,106.0,82.0,7256.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",43.0,30,True,55.0,,8.0,746.0,,1803.0,26949.0,3.0,,,1803.0,,,,,,,,,,deepface,https://pypi.org/project/deepface,26949.0,,,,,,,
34,did-jwt,decentralized-identity/did-jwt,,,decentralized,['dif'],https://github.com/decentralized-identity/did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2023-08-31 18:08:00.000000,2023-08-28 10:47:24,585.0,62.0,40.0,202.0,299.0,Create and verify DID verifiable JWTs in Javascript.,40.0,30,True,14.0,100.0,8.0,76.0,2023-08-23 22:49:23,3836.0,147774.0,1.0,7.2.6,,3836.0,,,,,,did-jwt,https://www.npmjs.com/package/did-jwt,147774.0,,,,,,,,,,,
35,casdoor,casdoor/casdoor,,,idp,,https://github.com/casdoor/casdoor,https://github.com/casdoor/casdoor,Apache-2.0,2020-10-22 14:40:03,2023-08-31 17:32:27.000000,2023-08-31 17:30:50,1918.0,808.0,55.0,1213.0,6960.0,"An open-source Identity and Access Management (IAM) / Single-Sign-On (SSO) platform with web UI supporting OAuth 2.0,..",139.0,29,True,259.0,100.0,101.0,880.0,2023-08-31 10:21:32,3.0,2104.0,2.0,1.405.0,,3.0,casbin/casdoor,https://hub.docker.com/r/casbin/casdoor,2023-08-30 14:18:44.510606,71557.0,,,,,9.0,,,,,,,,,,
36,doorkeeper,doorkeeper-gem/doorkeeper,,,authentication,,https://github.com/doorkeeper-gem/doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2023-08-31 14:55:07.000000,2023-08-31 12:36:20,2362.0,1003.0,107.0,814.0,5184.0,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,309.0,29,True,5.0,62.0,23.0,826.0,2023-03-29 07:20:04,8060.0,,3.0,5.6.6,,8060.0,,,,,,,,,,,,,,,,,,doorkeeper,
37,boundary,hashicorp/boundary,,,machine,['hashicorp'],https://github.com/hashicorp/boundary,https://github.com/hashicorp/boundary,,2020-01-08 18:24:07,2023-08-31 17:55:01.000000,2023-08-31 16:28:15,3332.0,247.0,203.0,3341.0,3675.0,Boundary enables identity-based access management for dynamic infrastructure.,134.0,29,False,187.0,45.0,72.0,232.0,2023-07-18 12:06:27,8.0,207603.0,3.0,0.13.1,,8.0,hashicorp/boundary,https://hub.docker.com/r/hashicorp/boundary,2023-07-18 12:12:01.655444,8926954.0,,,,,11.0,,,,-1.0,,,,,,
38,oathkeeper,ory/oathkeeper,,,machine,['ory'],https://github.com/ory/oathkeeper,https://github.com/ory/oathkeeper,Apache-2.0,2017-09-25 11:04:45,2023-08-31 13:17:06.000000,2023-08-29 06:29:12,1352.0,312.0,49.0,713.0,3050.0,"A cloud native Identity & Access Proxy / API (IAP) and Access Control Decision API that authenticates, authorizes, and..",109.0,29,True,38.0,100.0,47.0,274.0,2023-07-18 10:23:06,2.0,1230344.0,3.0,0.40.6,28916.0,2.0,oryd/oathkeeper,https://hub.docker.com/r/oryd/oathkeeper,2023-07-18 10:23:05.234030,87324727.0,,,,,30.0,,,,,,,,,,
39,identity-server,duendesoftware/identityserver,,,authentication,,https://github.com/DuendeSoftware/IdentityServer,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2023-08-31 02:51:39.000000,2023-08-29 21:31:15,4957.0,250.0,38.0,678.0,1129.0,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,291.0,29,True,127.0,44.0,55.0,230.0,2023-07-06 18:10:47,1256.0,,3.0,6.3.3,,1256.0,,,,,,,,,,,,,-1.0,,,,,,
40,deepfacelab,iperov/DeepFaceLab,,,face,,https://github.com/iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2023-08-20 01:50:41.000000,2023-04-27 06:45:45,1313.0,8693.0,1086.0,128.0,42230.0,DeepFaceLab is the leading software for creating deepfakes.,22.0,28,True,,2.0,530.0,793.0,2020-04-09 05:48:48,11.0,3877.0,3.0,DF.wf.288res.384.92.72.22,158997.0,11.0,,,,,,,,,,,,,,,,,,,
41,authelia,authelia/authelia,,,idp,,https://github.com/authelia/authelia,https://github.com/authelia/authelia,Apache-2.0,2016-12-07 00:56:57,2023-08-31 12:48:19.000000,2023-08-31 11:33:26,4698.0,932.0,156.0,4506.0,17232.0,The Single Sign-On Multi-Factor portal for web apps.,131.0,28,True,325.0,100.0,67.0,1064.0,2022-12-21 09:01:04,,593.0,2.0,4.37.5,25524.0,,,,,,,,,,,,,,,,,,,,
42,openface,cmusatyalab/openface,,,face,,https://github.com/cmusatyalab/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44.000000,2023-06-14 17:20:41,735.0,3479.0,760.0,73.0,14840.0,Face recognition with deep neural networks.,30.0,28,True,1.0,4.0,9.0,370.0,2016-02-25 17:42:46,67.0,1689.0,3.0,0.2.1,,67.0,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,160533.0,,,,,70.0,,,,,,,,,,
43,logto,logto-io/logto,,,idp,,https://github.com/logto-io/logto,https://github.com/logto-io/logto,MPL-2.0,2021-06-19 03:01:50,2023-08-31 16:44:52.000000,2023-08-31 06:31:03,4660.0,232.0,34.0,4096.0,6248.0,"Logto is a modern Auth0 alternative for building identity infrastructure with minimal effort, for both your customers..",40.0,28,True,436.0,46.0,57.0,218.0,2023-08-30 14:48:16,7.0,734.0,2.0,1.8.0,2402.0,7.0,svhd/logto,https://hub.docker.com/r/svhd/logto,2023-08-30 14:41:45.135859,15190.0,,,,,1.0,,,,,,,,,,
44,boulder,letsencrypt/boulder,,,pki,['linux-foundation'],https://github.com/letsencrypt/boulder,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2023-08-31 17:16:22.000000,2023-08-31 16:20:10,6283.0,530.0,138.0,4197.0,4720.0,"An ACME-based certificate authority, written in Go.",126.0,28,True,75.0,81.0,198.0,2650.0,2023-08-28 21:04:11,,21973.0,2.0,release-2023-08-28,56666.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2023-08-29 02:32:41.404858,1938641.0,,,,,12.0,,,,,,,,,,
45,zitadel,zitadel/zitadel,,,idp,,https://github.com/zitadel/zitadel,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2023-08-31 11:19:02.000000,2023-08-31 07:06:50,2418.0,232.0,27.0,4481.0,4499.0,"ZITADEL - Identity infrastructure, simplified foryou.",68.0,28,True,204.0,100.0,377.0,1233.0,2023-08-25 15:56:23,,441.0,2.0,2.31.8,1767.0,,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,,,,,https://charts.zitadel.com,,,,,
46,keto,ory/keto,,,authorization,['ory'],https://github.com/ory/keto,https://github.com/ory/keto,Apache-2.0,2018-03-17 10:40:15,2023-08-30 09:19:29.000000,2023-08-30 09:19:27,1463.0,292.0,58.0,1043.0,4191.0,"Open Source (Go) implementation of Zanzibar: Googles Consistent, Global Authorization System. Ships gRPC, REST APIs,..",69.0,28,True,66.0,50.0,43.0,255.0,,2.0,781430.0,3.0,,16887.0,2.0,oryd/keto,https://hub.docker.com/r/oryd/keto,2023-03-09 14:30:27.177505,50773712.0,,,,,6.0,,,,,,,,,,
47,oso,osohq/oso,,,authorization,,https://github.com/osohq/oso,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2023-08-27 21:38:50.000000,2023-07-24 15:50:06,1200.0,152.0,31.0,1518.0,3188.0,Oso is a batteries-included framework for building authorization in your application.,63.0,28,True,9.0,100.0,102.0,100.0,2023-04-03 23:25:23,77.0,35493.0,3.0,0.27.0,2584.0,77.0,,,,,,,,,,oso,https://pypi.org/project/oso,35407.0,,,,,,,
