,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,updated_github_id,helm_id,maven_id,maven_url,gem_url,brew_id,apt_id,github,github-id
167,ssi-to-oidc-bridge,https://github.com/GAIA-X4PLC-AAD/ssi-to-oidc-bridge,ssi-sdks,TP 1.2 OIDC Provider with VC Support.,,,8,False,gaia-x4plc-aad/ssi-to-oidc-bridge,,https://github.com/GAIA-X4PLC-AAD/ssi-to-oidc-bridge,MIT,2023-11-14 09:30:33,2025-12-04 20:49:32.000000,2025-12-04 20:49:30,21.0,,8.0,8.0,19.0,4.0,25.0,12.0,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,
168,did-webs-resolver,https://github.com/hyperledger-labs/did-webs-resolver,dids,A reference implementation for the did:webs DID method specified here https://github.com/trustoverip/tswg-did-method-..,,,7,False,hyperledger-labs/did-webs-resolver,,https://github.com/hyperledger-labs/did-webs-resolver,Apache-2.0,2023-09-19 23:27:32,2024-10-28 15:31:49.000000,2024-10-28 15:31:49,124.0,,11.0,2.0,41.0,13.0,33.0,13.0,,,1.0,,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,,
169,waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,ssi-agents,Custodian identity wallet white-label solution.,,,6,False,walt-id/waltid-web-wallet,,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2024-01-09 08:33:17.000000,2024-01-09 08:32:53,181.0,,2.0,1.0,69.0,,6.0,2.0,2023-11-24 22:29:54,1.2311242224.0,48.0,,,9.0,,,114.0,3.0,,waltid/ssikit-web-wallet,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,,4018.0,,,,,,,,,,,,,
170,anoncreds,https://github.com/hyperledger/anoncreds-spec,specs,The former home of the AnonCreds specification.,,['hyperledger'],3,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,,2025-12-04 23:15:53,2025-12-04 23:29:22.000000,2025-12-04 23:29:21,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
171,cfssl,{},pki,CloudFlares PKI toolkit.,,,2,False,cloudfare/cfssl,,,,,2026-04-17 14:15:15.991400,,,,,,,,,26.0,,,,,,,,,,3.0,,cfssl/cfssl,https://hub.docker.com/r/cfssl/cfssl,2026-04-17 14:15:15.991400,26.0,4648645.0,,,,,,,,,,,,,
172,procivis-one-core,,ssi-sdks,"Issue, hold and verify digital identities and credentials on any device with eIDAS 2.0 compliancy, ISO 18013-5 mdocs,..",,['w3c'],2,False,,,,Apache-2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,procivis/one-core,
173,ejbca-ce,{},pki,EJBCA Open source public key infrastructure (PKI) and certificate authority (CA) software.,,,1,False,Keyfactor/ejbca,,,,,2025-12-17 01:31:09.041590,,,,,,,,,60.0,,,,,,,,,,3.0,,keyfactor/ejbca-ce,https://hub.docker.com/r/keyfactor/ejbca-ce,2025-12-17 01:31:09.041590,60.0,725725.0,,,,,,,,,,,,,
174,did-webs,https://github.com/trustoverip/tswg-did-method-webs-specification,dids,,,,1,False,trustoverip/tswg-did-method-webs-specification,,https://github.com/trustoverip/tswg-did-method-webs-specification,,2026-03-12 14:08:50,2026-03-12 14:08:50.000000,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
175,vc-api,{},specs,,,['w3c'],1,False,w3c-ccg/vs-api,,,W3C,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
176,decentralized-web-node,{},specs,,,"['dif', 'web5']",0,False,decentralized-identity/decentralize-web-node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,didcomm-messaging,{},specs,,,['dif'],0,False,decentralized-identity/didcomm-messagging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,go-webauthn,,authentication,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,go-webauthn/webauthn
179,oauth2-proxy,,authentication,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,quay.io/oauth2-proxy/oauth2-proxy,https://hub.docker.com/r/quay.io/oauth2-proxy/oauth2-proxy,,,,,,,,,,,,,,,,oauth2-proxy/oauth2-proxy
